hotel,is_canceled,lead_time,arrival_date_week,arrival_date_month,arrival_date_year,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_bookings,arrival_date,kids,is_single,group_size,total_nights,long_stay
Resort Hotel,0,95,49,12,2015,5,1.5660382062808846,0.1642917966985684,2,0,0,ESP,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,6.0,40.0,0.0,Transient,126.92,0,1,19096,0.5774726670959343,0,2015-12-5,0,0,2,1.730330002979453,0
City Hotel,1,45,32,8,2015,6,0.9867290197376962,0.3646782222043916,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,0.0,Contract,127.0,0,0,73999,1.219740104284426,1,2015-8-6,0,0,2,1.3514072419420877,0
Resort Hotel,1,13,18,4,2016,25,1.5637421526230453,2.1781583344065605,2,0,0,PRT,GROUPS,TA/TO,0,0,0,E,0,Non Refund,9.0,40.0,15.952766949695205,Transient,69.67,0,0,5316,1.7401924998155955,0,2016-4-25,0,0,2,3.7419004870296058,0
City Hotel,0,41,10,3,2016,4,0.0,4.678616695278776,2,0,0,BEL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,5.544985751121444,Transient-Party,127.57,0,1,47796,1.9835259909602208,0,2016-3-4,0,0,2,4.678616695278776,0
City Hotel,0,240,15,4,2016,3,2.1271410810534834,5.052796287109647,1,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,183.87,0,1,86557,0.8142393474757317,0,2016-4-3,0,1,1,7.179937368163131,1
City Hotel,1,58,18,4,2016,28,0.0,4.801295624832028,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,1,0,A,0,Non Refund,19.0,40.0,42.92192441062588,Transient,78.99,0,0,81884,6.124533602792659,1,2016-4-28,0,1,1,4.801295624832028,0
City Hotel,0,66,14,3,2016,31,0.6143480301790608,5.120317729923555,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient-Party,145.49,0,1,86469,2.5366732964379737,0,2016-3-31,0,0,2,5.734665760102616,0
City Hotel,0,215,19,5,2017,7,2.258247055905451,1.5959992068549658,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,61.63,0,1,111416,1.1925641389499089,0,2017-5-7,0,0,2,3.854246262760417,0
City Hotel,1,239,46,11,2016,11,0.0,5.207324129310977,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,170.24,0,3,60444,1.529907195749046,0,2016-11-11,0,0,2,5.207324129310977,0
City Hotel,0,78,35,8,2017,29,0.4319829806914704,4.292745422870184,1,0,0,PRT,UNKNOWN,CORPORATE,1,0,6,A,0,No Deposit,9.0,40.0,9.425993006600311,Transient,34.14,0,3,96292,1.2329838748151498,6,2017-8-29,0,1,1,4.724728403561655,0
Resort Hotel,0,209,44,10,2015,31,0.0256338589690503,1.1896053016492452,2,0,0,USA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,241.0,40.0,6.138204414055653,Transient,111.43,1,1,2801,0.9268198801172176,0,2015-10-31,0,0,2,1.2152391606182955,0
City Hotel,1,30,37,9,2015,11,2.092062687245296,0.8098909412388928,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,4.961384498573762,Transient-Party,89.9,0,1,42907,1.4266114735783462,0,2015-9-11,0,0,2,2.901953628484189,0
Resort Hotel,0,10,31,8,2017,2,2.665970065550745,3.887288943997248,2,1,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,40.0,40.0,0.0,Contract,14.98,0,1,39257,1.9249909312766214,0,2017-8-2,1,0,3,6.553259009547993,0
Resort Hotel,0,322,33,8,2017,13,2.4056146136851653,3.595533770852584,2,0,0,UNKNOWN,DIRECT,DIRECT,0,0,0,E,1,No Deposit,250.0,40.0,5.323915825118156,Transient,136.37,1,1,39490,1.4055412046829097,0,2017-8-13,0,0,2,6.00114838453775,0
Resort Hotel,0,101,35,8,2016,27,1.4397833534339646,2.861914939577166,2,0,0,IRL,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,115.0,40.0,8.012648955863428,Transient,76.51,0,2,27573,2.712832759447579,0,2016-8-27,0,0,2,4.30169829301113,0
Resort Hotel,0,138,8,2,2017,22,0.0,3.7884737429996953,2,0,0,GBR,ONLINE TA,CORPORATE,0,0,0,A,1,No Deposit,9.0,405.0,1.5487963768212454,Transient-Party,60.13,0,0,33546,1.9249909312766214,0,2017-2-22,0,0,2,3.7884737429996953,0
City Hotel,1,35,25,6,2017,22,1.8536078703755323,2.929514922739296,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,132.0,40.0,13.136041895083146,Transient-Party,100.96,0,0,70789,2.2564034038230463,0,2017-6-22,0,0,2,4.783122793114828,0
Resort Hotel,0,101,13,3,2016,20,1.8327679155527443,4.979217733548501,2,0,0,ESP,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,0.0,Transient,154.15,0,0,4487,1.9249909312766214,0,2016-3-20,0,0,2,6.811985649101246,0
City Hotel,0,190,1,1,2017,1,1.4713375278849363,4.382070020956966,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient-Party,71.37,0,0,103841,1.9249909312766214,0,2017-1-1,0,0,2,5.853407548841902,0
City Hotel,1,149,46,11,2015,13,0.1048391634847252,4.841658254856837,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,60.0,40.0,65.03963902065385,Transient,158.73,0,0,45603,7.816470297971738,0,2015-11-13,0,1,1,4.946497418341562,0
Resort Hotel,1,121,33,8,2015,10,0.9786386568479548,2.632355609513524,2,0,1,UNAVAILABLE,ONLINE TA,DIRECT,0,0,0,D,1,No Deposit,9.0,40.0,17.386747667121977,Transient,56.83,0,1,16148,0.8090261954351234,0,2015-8-10,1,0,3,3.610994266361479,0
City Hotel,1,85,16,4,2016,15,0.0,4.107880184165732,2,0,0,ITA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,4.106078160886939,Transient,49.5,0,0,49573,1.9249909312766214,0,2016-4-15,0,0,2,4.107880184165732,0
City Hotel,0,95,7,2,2017,12,1.1412067303493507,3.929908695402327,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,0.0,Transient,76.3,0,1,105831,1.9249909312766214,0,2017-2-12,0,0,2,5.071115425751678,0
Resort Hotel,0,75,1,1,2017,1,1.6963645900779518,3.4806805006220274,3,0,0,ESP,DIRECT,DIRECT,0,0,0,C,0,No Deposit,9.0,40.0,0.0,Transient,261.94,0,0,31634,1.225807731904721,0,2017-1-1,0,0,3,5.177045090699979,0
City Hotel,1,101,52,12,2016,18,2.1586822997616286,1.2586265290270746,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,2.102178760768159,Transient,132.83,0,1,103378,1.9249909312766214,0,2016-12-18,0,0,2,3.4173088287887032,0
City Hotel,0,48,50,12,2015,6,1.7314816717278558,1.0589557902136906,2,0,0,FRA,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,1.2115440015994523,Transient,156.7,0,0,81398,2.47685569337361,0,2015-12-6,0,0,2,2.790437461941546,0
City Hotel,0,40,14,4,2017,3,0.9487687212416032,4.440673857006293,2,0,0,ROU,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,104.42,0,1,109210,1.0979372361072643,0,2017-4-3,0,0,2,5.3894425782478965,0
City Hotel,0,129,31,8,2017,1,0.0,5.496713673671649,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,1.8528963818625013,Transient,54.93,0,0,117324,2.231899524070103,0,2017-8-1,0,0,2,5.496713673671649,0
City Hotel,1,129,49,12,2016,1,0.0,2.643480534991087,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,0.0,Transient,94.47,0,0,61047,1.9249909312766214,0,2016-12-1,0,0,2,2.643480534991087,0
Resort Hotel,0,26,34,8,2015,22,1.7187691952296682,0.0,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,35.23,1,2,16435,0.2588700392848935,0,2015-8-22,0,0,2,1.7187691952296682,0
Resort Hotel,1,151,52,12,2015,25,1.6552895965077936,1.7086651197166214,1,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,14.26,0,2,3609,1.9249909312766214,0,2015-12-25,0,1,1,3.363954716224415,0
City Hotel,0,36,43,10,2015,21,0.8940821457904992,5.377272399176336,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,40.0,1.793802431435511,Transient-Party,152.51,0,0,79102,1.9414448641922704,0,2015-10-21,0,1,1,6.271354544966835,0
City Hotel,0,87,23,6,2017,10,0.1594869512848562,4.063277709366576,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.4653592846586792,Transient,166.8,0,1,113712,1.9578528117550105,0,2017-6-10,0,0,2,4.222764660651433,0
City Hotel,1,359,30,7,2017,29,1.9058232281666612,2.737239772381275,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,229.0,40.0,9.127709407705815,Transient-Party,163.74,0,0,72483,2.3387259382300853,0,2017-7-29,0,0,2,4.6430630005479365,0
City Hotel,0,121,6,2,2017,10,0.0,0.9340157890858884,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,3,No Deposit,9.0,40.0,0.0,Transient,108.75,0,1,105599,0.0081041933932162,0,2017-2-10,0,0,2,0.9340157890858884,0
City Hotel,1,310,32,8,2016,4,0.0,3.17718272627506,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,1.0,40.0,0.0,Transient,12.12,0,0,55078,0.9259183377386436,0,2016-8-4,0,0,2,3.17718272627506,0
Resort Hotel,0,175,26,6,2016,23,1.9867587849201491,5.043861164873556,2,0,0,GBR,OFFLINE TA/TO,TA/TO,0,0,0,D,1,No Deposit,243.0,40.0,0.0,Contract,101.57,0,1,25498,1.1986742510036648,0,2016-6-23,0,0,2,7.030619949793706,1
City Hotel,1,101,49,12,2015,4,2.5371625293036746,0.662397466852251,2,0,0,MISSING,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,40.0,94.89115484430616,Transient,80.97,0,0,46001,10.076567263134304,0,2015-12-4,0,0,2,3.1995599961559256,0
City Hotel,0,268,32,8,2015,8,2.4626731830692425,2.7777422836541867,2,0,0,ESP,GROUPS,TA/TO,0,0,0,A,0,No Deposit,1.0,40.0,0.0,Transient-Party,116.44,0,0,40902,1.9249909312766214,0,2015-8-8,0,0,2,5.240415466723429,0
Resort Hotel,0,110,32,8,2016,4,0.3711510640571983,6.131473230887514,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,17.407853984949902,Transient,77.56,0,0,7339,2.12062667008101,0,2016-8-4,0,0,2,6.502624294944712,0
City Hotel,0,92,15,4,2017,11,0.0,2.658377073741377,2,0,0,IRL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,97.24,0,1,109610,1.450455850232213,0,2017-4-11,0,0,2,2.658377073741377,0
City Hotel,0,101,33,8,2017,15,0.0330521634310013,7.092481474483378,3,0,0,BEL,DIRECT,DIRECT,0,0,0,D,0,No Deposit,14.0,40.0,9.167155653816591,Transient-Party,54.73,0,1,118294,2.831164372828044,0,2017-8-15,0,0,3,7.12553363791438,1
City Hotel,0,101,53,12,2016,27,0.0,1.1099465496239216,2,2,0,UNKNOWN,DIRECT,DIRECT,0,0,0,F,1,No Deposit,9.0,40.0,0.0,Transient,182.18,0,0,103547,1.597568141433538,0,2016-12-27,2,0,4,1.1099465496239216,0
City Hotel,1,252,32,8,2017,10,1.4909596507556009,3.485514029684908,2,0,0,DNK,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,37.83,0,0,72951,0.5185867640239598,0,2017-8-10,0,0,2,4.976473680440509,0
City Hotel,0,203,25,6,2016,16,0.0,3.518499867250946,2,0,0,GBR,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,138.0,40.0,7.603530428284893,Transient,110.98,0,0,91226,0.9887156529654096,0,2016-6-16,0,0,2,3.518499867250946,0
City Hotel,0,116,33,8,2015,9,2.037378913335138,2.284002766673497,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Contract,66.55,1,2,40925,1.264634083885836,0,2015-8-9,0,0,2,4.321381680008635,0
City Hotel,1,156,38,9,2016,16,0.994681675349399,0.8101616362656823,2,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,37.0,40.0,2.5700959609855043,Transient,130.9,0,0,57033,1.9249909312766214,0,2016-9-16,0,0,2,1.8048433116150813,0
City Hotel,0,48,38,9,2016,16,0.0,6.220514863949974,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,5.345159484868965,Transient,85.55,0,1,97586,0.2597118391857522,0,2016-9-16,0,0,2,6.220514863949974,0
Resort Hotel,0,179,4,1,2017,25,0.6184784727439512,9.647322047126782,1,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,10.996890680274998,Transient-Party,95.61,0,0,32400,2.365291717803094,0,2017-1-25,0,1,1,10.265800519870734,1
Resort Hotel,0,41,6,2,2017,5,0.7440861652207393,0.794933224917688,1,0,0,IRL,UNKNOWN,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,63.23,0,0,32818,0.8525511222495741,0,2017-2-5,0,1,1,1.5390193901384275,0
City Hotel,1,131,37,9,2015,12,1.9205350355114323,0.0,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,No Deposit,1.0,40.0,10.435373545918248,Transient-Party,118.65,0,0,75821,2.9369017473827537,1,2015-9-12,0,0,2,1.9205350355114323,0
City Hotel,1,173,25,6,2016,12,2.06383757229698,1.619636203801715,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,236.0,40.0,0.0,Transient,55.13,0,0,52790,1.9249909312766214,0,2016-6-12,0,1,1,3.683473776098695,0
City Hotel,1,122,7,2,2017,13,1.1521409468025046,3.2107399744085177,3,0,0,GBR,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,104.25,0,0,63531,1.4069835094217242,0,2017-2-13,0,0,3,4.362880921211023,0
City Hotel,0,91,7,2,2016,7,1.8625986367515173,1.91706435316774,2,1,0,PRT,ONLINE TA,DIRECT,0,0,0,F,0,No Deposit,14.0,40.0,1.2320187514511642,Transient,116.78,0,1,83641,2.210097420963121,0,2016-2-7,1,0,3,3.7796629899192573,0
Resort Hotel,1,0,7,2,2017,16,0.0561443642867684,1.8128273661750527,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,3.945079282939016,Transient,164.29,0,1,10138,2.7371687765444275,0,2017-2-16,0,0,2,1.8689717304618212,0
City Hotel,0,206,10,3,2016,2,0.0,0.0,1,0,0,FRA,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,20.0,40.0,9.66465754864668,Transient-Party,146.61,0,0,84731,3.05144460992213,0,2016-3-2,0,1,1,0.0,0
Resort Hotel,1,36,31,7,2015,30,0.0,4.15134806808041,1,0,0,PRT,UNKNOWN,CORPORATE,0,0,0,A,0,No Deposit,9.0,270.0,10.49442793622441,Transient,218.47,0,0,797,2.555642543577933,0,2015-7-30,0,1,1,4.15134806808041,0
City Hotel,1,209,15,4,2017,10,0.8911257488248143,3.778438306904013,2,0,0,MISSING,DIRECT,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,17.387750161578246,Transient,252.94,0,1,65933,3.928955212412214,0,2017-4-10,0,0,2,4.669564055728827,0
Resort Hotel,0,208,19,5,2017,8,2.027581176820309,1.8026665617126556,2,0,0,UNAVAILABLE,GROUPS,TA/TO,0,0,0,A,4,No Deposit,434.0,40.0,4.212489582313537,Transient-Party,87.14,0,0,36273,0.3365113745903534,0,2017-5-8,0,0,2,3.8302477385329645,0
City Hotel,1,54,45,11,2016,3,0.135243370042705,5.834421820430061,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,21.0,40.0,8.257503069691088,Transient,57.03,0,0,59909,2.023732096107732,0,2016-11-3,0,0,2,5.969665190472766,0
City Hotel,1,21,18,4,2016,24,2.04165138822752,0.8941666168364277,2,0,0,MISSING,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,26.0,40.0,21.48458813736969,Transient,61.1,0,0,50134,3.148392123272617,0,2016-4-24,0,0,2,2.9358180050639477,0
City Hotel,1,17,19,5,2017,10,0.0,0.0,3,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,9.0,40.0,13.86847542961054,Transient,149.78,0,1,67937,5.240109178244655,0,2017-5-10,0,0,3,0.0,0
Resort Hotel,0,59,12,3,2016,17,2.563493220228033,3.69370314960666,2,0,0,IRL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,314.0,40.0,0.0,Transient,87.76,0,0,22487,1.2822340805803096,0,2016-3-17,0,0,2,6.257196369834693,0
City Hotel,1,232,19,5,2017,8,1.1399755136292715,5.249099861351495,2,0,0,NLD,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,61.26,0,0,67863,1.9249909312766214,0,2017-5-8,0,0,2,6.3890753749807665,0
City Hotel,0,18,8,2,2017,24,1.9567913116621864,1.1841945954406143,1,0,0,DEU,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,107.21,0,2,106665,1.9249909312766214,0,2017-2-24,0,1,1,3.1409859071028006,0
City Hotel,0,115,25,6,2016,14,0.0,1.0392326297057333,1,0,0,PRT,CORPORATE,CORPORATE,0,0,0,D,0,No Deposit,9.0,51.0,0.0,Transient-Party,151.78,0,0,91087,1.9249909312766214,0,2016-6-14,0,1,1,1.0392326297057333,0
Resort Hotel,0,77,36,9,2016,1,1.744952373905083,2.85640465981404,2,2,0,PRT,DIRECT,TA/TO,0,0,0,C,0,No Deposit,250.0,40.0,2.766907195395356,Transient,104.85,0,0,27715,0.9086499957665384,0,2016-9-1,2,0,4,4.601357033719123,0
City Hotel,0,68,21,5,2016,17,0.1798300036964801,2.711768680861711,1,0,0,PRT,OFFLINE TA/TO,TA/TO,1,0,0,A,0,No Deposit,6.0,40.0,7.437774174375671,Transient,114.79,0,0,89118,1.6716824883489312,0,2016-5-17,0,1,1,2.891598684558191,0
City Hotel,0,101,21,5,2016,21,2.7019040005474526,0.0,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,0.0,Transient,179.71,0,0,89800,0.8439604167984963,0,2016-5-21,0,0,2,2.7019040005474526,0
City Hotel,1,101,13,3,2017,31,0.504293682604489,4.943765595133983,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,56.0,40.0,0.0,Transient,167.92,0,0,65315,1.9249909312766214,0,2017-3-31,0,0,2,5.448059277738472,0
City Hotel,0,240,46,11,2015,12,0.1219606037576353,2.1234591033859864,2,0,0,PRT,CORPORATE,CORPORATE,0,0,0,A,0,No Deposit,9.0,139.0,25.24166456248265,Transient,7.29,0,0,80206,2.5358643985592533,0,2015-11-12,0,0,2,2.245419707143622,0
Resort Hotel,0,220,40,9,2016,25,3.298034289062024,0.2782208819423224,2,0,0,MISSING,OFFLINE TA/TO,TA/TO,0,0,0,E,0,No Deposit,171.0,40.0,1.7795267767494434,Transient,40.54,0,0,28415,2.524298581168108,0,2016-9-25,0,0,2,3.5762551710043464,0
City Hotel,0,69,40,9,2016,27,0.0,2.462564904330788,2,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,94.0,40.0,0.0,Transient,89.76,0,2,98341,1.9249909312766214,0,2016-9-27,0,0,2,2.462564904330788,0
Resort Hotel,0,101,46,11,2015,9,0.7998627428856896,2.8578772121513536,1,0,0,NLD,DIRECT,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,5.716647811224592,Transient,128.41,0,0,18182,1.4652066872666556,0,2015-11-9,0,1,1,3.657739955037043,0
City Hotel,1,101,25,6,2016,17,0.0,0.5559130132535385,2,0,0,HKG,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,78.5,0,0,53302,0.8438061250956292,0,2016-6-17,0,0,2,0.5559130132535385,0
Resort Hotel,0,132,8,2,2016,17,0.0,3.138831276441856,2,0,0,CHE,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,36.0,40.0,0.0,Transient,0.25,0,0,21215,0.2826721605797522,0,2016-2-17,0,0,2,3.138831276441856,0
Resort Hotel,1,101,14,3,2016,30,0.0,2.897540691316345,2,2,0,SWE,UNKNOWN,TA/TO,0,0,0,G,0,No Deposit,240.0,40.0,2.4305673896180564,Transient,77.67,1,0,22715,1.4264843557768496,0,2016-3-30,2,0,4,2.897540691316345,0
Resort Hotel,0,216,1,1,2016,1,0.4035178219677801,3.2500058612756977,2,0,0,ARG,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,241.0,40.0,3.753347998635053,Transient,76.99,0,2,3742,0.9136186296303228,0,2016-1-1,0,0,2,3.6535236832434776,0
Resort Hotel,0,75,20,5,2016,8,2.4575131655775886,0.0,2,0,0,IRL,UNKNOWN,TA/TO,0,0,0,D,0,No Deposit,147.0,40.0,3.66104391435767,Transient,58.08,0,0,24214,1.9249909312766214,0,2016-5-8,0,0,2,2.4575131655775886,0
City Hotel,0,101,46,11,2015,8,1.905398628322587,4.820725727003549,2,0,0,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,D,0,No Deposit,28.0,40.0,10.621047990315832,Group,54.58,0,0,80135,2.6742039071479056,0,2015-11-8,0,0,2,6.726124355326136,0
City Hotel,1,42,44,10,2016,27,0.0,0.0,2,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,8.0,40.0,7.559131537697874,Transient,153.22,0,2,59322,3.515744906907358,0,2016-10-27,0,0,2,0.0,0
City Hotel,1,7,35,8,2017,29,0.0,0.0,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,Non Refund,229.0,40.0,1.2612283526014036,Transient,41.96,0,0,73643,2.01814253512444,0,2017-8-29,0,0,2,0.0,0
City Hotel,0,235,11,3,2017,15,0.0,1.4923587477407587,1,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,104.01,0,0,107722,1.950757259414364,0,2017-3-15,0,1,1,1.4923587477407587,0
City Hotel,1,174,23,6,2017,10,0.7599811155432683,2.5707277884677766,2,1,0,PRT,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,85.0,40.0,4.955891133361964,Transient,170.95,0,0,70125,1.9357517034081264,0,2017-6-10,1,0,3,3.330708904011045,0
City Hotel,1,339,26,6,2017,27,0.0,0.0777195583284693,2,0,0,UNAVAILABLE,CORPORATE,CORPORATE,0,0,0,A,0,No Deposit,9.0,280.0,0.0,Transient-Party,118.37,0,0,70994,1.9249909312766214,0,2017-6-27,0,0,2,0.0777195583284693,0
City Hotel,1,31,8,2,2017,25,0.0,3.162739164134032,1,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,30.0,40.0,0.9426285577386584,Transient-Party,84.92,0,0,63931,2.660277598449192,0,2017-2-25,0,1,1,3.162739164134032,0
City Hotel,0,32,9,2,2016,23,0.0,0.0,2,1,0,MAR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,72.69,0,2,84480,0.6560763346676516,0,2016-2-23,1,0,3,0.0,0
City Hotel,0,25,31,8,2017,2,2.171960588990622,3.608920390728368,2,0,0,DEU,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,42.0,40.0,0.0,Transient,85.79,0,0,117761,1.9249909312766214,0,2017-8-2,0,0,2,5.78088097971899,0
City Hotel,0,36,36,8,2016,29,0.0,1.4562283131641052,2,0,0,POL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,93.85,0,1,96429,0.2709805354436603,0,2016-8-29,0,0,2,1.4562283131641052,0
City Hotel,0,22,32,8,2017,8,0.2778975720631377,3.932082876904781,2,0,0,AUS,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,229.0,40.0,0.0,Transient-Party,114.77,0,1,117888,0.8369239183566999,0,2017-8-8,0,0,2,4.209980448967919,0
City Hotel,0,181,42,10,2016,13,0.8698730499981777,0.0,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,56.0,40.0,9.487819638463314,Transient-Party,78.86,0,0,58603,1.5079584366320868,0,2016-10-13,0,0,2,0.8698730499981777,0
Resort Hotel,0,157,14,3,2016,27,0.8807597747390479,1.43290964564879,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,84.56,0,0,22522,0.9645257835027669,0,2016-3-27,0,0,2,2.313669420387838,0
City Hotel,1,101,29,7,2017,18,0.6371356214206344,0.8985041678789788,3,0,0,DEU,ONLINE TA,TA/TO,0,0,0,D,1,No Deposit,9.0,40.0,13.983474545461055,Transient-Party,109.53,0,1,116474,1.436234642218131,0,2017-7-18,0,0,3,1.5356397892996132,0
City Hotel,0,101,12,3,2016,14,0.5701469693221985,1.6806594244395705,2,0,0,DNK,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,8.0,40.0,8.383352729396854,Transient,78.62,0,1,85571,2.8635022009492106,0,2016-3-14,0,0,2,2.250806393761769,0
City Hotel,1,101,28,7,2015,11,1.4184114020159548,1.115135355319528,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,No Deposit,1.0,40.0,8.932092337177115,Transient-Party,83.98,0,0,74262,2.639276620577931,1,2015-7-11,0,0,2,2.5335467573354826,0
City Hotel,1,101,37,9,2015,7,1.4906145619643538,3.6015627017693856,2,0,0,POL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,8.506011788087173,Contract,10.09,0,2,42557,1.9249909312766214,0,2015-9-7,0,0,2,5.092177263733739,0
Resort Hotel,0,152,35,8,2015,28,0.4193100532895832,1.6303677456925705,2,0,0,MAR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,30.89,0,1,1400,1.9249909312766214,0,2015-8-28,0,0,2,2.0496777989821537,0
City Hotel,1,101,32,8,2015,5,0.0,4.30722844289273,3,0,0,PRT,UNDEFINED,UNDEFINED,0,0,0,B,0,No Deposit,9.0,40.0,0.0,Transient-Party,105.43,0,2,40680,0.9938653745315968,0,2015-8-5,0,0,3,4.30722844289273,0
